# 
# Detected lows within the Pacific sector of the Southern Ocean
#   (derived from monthly ERA5 Reanalysis data)
# 
# Dr J. Scott Hosking
#   British Antarctic Survey
#   Twitter: @scotthosking
# 
# For more information see:
#   Website: https://scott-hosking.github.io/asl_index
#   GitHub:  https://github.com/scott-hosking/amundsen_sea_low_index
# 
# Column Labels:
#   time       = YYYY-MM-01 (monthly data - as specified in ERA5)
#   SectorPres = Area-average sea level pressure over sector (170-298 E : 60-80 S)
#   ActCenPres = Actual central pressure of ASL
#   lon        = Longitudinal location of ASL (degrees East)
#   lat        = Latitudinal location of ASL
#   RelCenPres = Relative central pressure (ActCenPres 'minus' SectorPres)
# 
# The ASL (low pressure system) detection algorithm may be improved over time. Therefore 
# it is recommended that the version number below is noted when using these data.
#   ASLi_version_id = 3.20200103
# 
# 
time,lon,lat,ActCenPres,SectorPres,RelCenPres
1988-07-01,167.25,-77.25,982.2000732421875,984.612060546875,-2.4119873046875
1988-07-01,169.75,-71.5,979.783447265625,984.612060546875,-4.82861328125
1988-08-01,193.75,-73.75,969.3836669921875,988.2835083007812,-18.89984130859375
1988-08-01,169.75,-71.5,977.9464111328125,988.2835083007812,-10.33709716796875
1988-09-01,238.5,-71.0,975.072265625,982.7992553710938,-7.72698974609375
1988-09-01,210.0,-75.0,978.1765747070312,982.7992553710938,-4.6226806640625
1988-09-01,210.0,-74.75,978.1765747070312,982.7992553710938,-4.6226806640625
1988-10-01,231.0,-69.75,980.5252075195312,988.0759887695312,-7.55078125
1988-10-01,191.5,-63.75,986.0086669921875,988.0759887695312,-2.06732177734375
1988-10-01,191.25,-63.75,986.0086669921875,988.0759887695312,-2.06732177734375
1988-11-01,225.25,-68.25,973.910400390625,979.23046875,-5.320068359375
1988-11-01,225.0,-68.25,973.910400390625,979.23046875,-5.320068359375
1988-11-01,245.25,-66.0,974.757568359375,979.23046875,-4.472900390625
1988-12-01,196.0,-71.0,980.163330078125,984.6640625,-4.500732421875
1988-12-01,195.75,-71.0,980.163330078125,984.6640625,-4.500732421875
1988-12-01,195.5,-71.0,980.163330078125,984.6640625,-4.500732421875
1989-01-01,258.75,-65.0,978.7366943359375,984.842041015625,-6.1053466796875
1989-01-01,258.5,-65.0,978.7366943359375,984.842041015625,-6.1053466796875
1989-02-01,253.25,-66.75,973.25048828125,980.167724609375,-6.917236328125
1989-02-01,250.0,-66.0,973.3031005859375,980.167724609375,-6.8646240234375
1989-02-01,241.75,-65.5,973.3613891601562,980.167724609375,-6.80633544921875
1989-03-01,193.5,-70.25,974.8587646484375,980.886474609375,-6.0277099609375
1989-03-01,193.5,-70.0,974.8587646484375,980.886474609375,-6.0277099609375
1989-03-01,193.25,-70.0,974.8587646484375,980.886474609375,-6.0277099609375
1989-04-01,213.25,-66.75,978.6839599609375,987.2657470703125,-8.581787109375
1989-04-01,176.25,-65.25,985.924072265625,987.2657470703125,-1.3416748046875
1989-04-01,174.5,-65.25,985.9282836914062,987.2657470703125,-1.33746337890625
1989-05-01,222.0,-73.25,964.902587890625,974.8656616210938,-9.96307373046875
1989-05-01,232.5,-73.5,965.1286010742188,974.8656616210938,-9.737060546875
1989-05-01,251.25,-72.25,965.4489135742188,974.8656616210938,-9.416748046875
1989-06-01,253.75,-71.75,974.161376953125,977.3435668945312,-3.18218994140625
1989-06-01,253.5,-71.75,974.161376953125,977.3435668945312,-3.18218994140625
1989-06-01,213.75,-70.0,969.6858520507812,977.3435668945312,-7.65771484375
1989-07-01,250.0,-71.5,969.9437255859375,980.3341674804688,-10.39044189453125
1989-07-01,219.5,-73.25,970.7034912109375,980.3341674804688,-9.63067626953125
1989-07-01,219.5,-73.0,970.7034912109375,980.3341674804688,-9.63067626953125
1989-08-01,235.75,-71.75,976.1398315429688,986.2664184570312,-10.1265869140625
1989-08-01,232.5,-73.5,976.259033203125,986.2664184570312,-10.00738525390625
1989-08-01,254.75,-66.5,978.5855712890625,986.2664184570312,-7.68084716796875
1989-09-01,232.5,-73.5,975.21923828125,984.4295043945312,-9.21026611328125
1989-09-01,223.0,-73.25,975.3301391601562,984.4295043945312,-9.099365234375
1989-09-01,244.25,-71.5,975.4715576171875,984.4295043945312,-8.95794677734375
1989-10-01,201.5,-74.5,971.3080444335938,978.2611694335938,-6.953125
1989-10-01,224.5,-72.0,971.57421875,978.2611694335938,-6.68695068359375
1989-10-01,237.5,-71.5,972.0276489257812,978.2611694335938,-6.2335205078125
1989-11-01,245.25,-69.25,970.857421875,977.1475219726562,-6.29010009765625
1989-11-01,208.5,-73.5,972.0595092773438,977.1475219726562,-5.0880126953125
1989-11-01,208.25,-73.5,972.0595092773438,977.1475219726562,-5.0880126953125
1989-12-01,203.25,-71.5,985.9559326171875,989.3384399414062,-3.38250732421875
1989-12-01,203.0,-71.5,985.9559326171875,989.3384399414062,-3.38250732421875
1989-12-01,202.75,-71.5,985.9559326171875,989.3384399414062,-3.38250732421875
1990-01-01,177.75,-63.25,984.8342895507812,989.2035522460938,-4.3692626953125
1990-01-01,177.5,-63.25,984.8342895507812,989.2035522460938,-4.3692626953125
1990-01-01,177.75,-63.0,984.8342895507812,989.2035522460938,-4.3692626953125
1990-02-01,231.5,-67.75,967.1029052734375,977.5818481445312,-10.47894287109375
1990-03-01,208.0,-66.75,976.7235107421875,981.3085327148438,-4.58502197265625
1990-03-01,199.25,-66.25,976.7762451171875,981.3085327148438,-4.53228759765625
1990-03-01,199.0,-66.25,976.7762451171875,981.3085327148438,-4.53228759765625
1990-04-01,197.5,-67.25,983.0014038085938,992.3733520507812,-9.3719482421875
1990-04-01,197.25,-67.25,983.0014038085938,992.3733520507812,-9.3719482421875
1990-04-01,191.75,-65.25,983.2232666015625,992.3733520507812,-9.15008544921875
1990-05-01,249.25,-62.5,984.896728515625,993.0750122070312,-8.17828369140625
1990-05-01,171.0,-62.0,982.7393798828125,993.0750122070312,-10.33563232421875
1990-06-01,255.25,-72.5,975.1277465820312,986.8250732421875,-11.69732666015625
1990-06-01,258.5,-71.75,975.1665649414062,986.8250732421875,-11.65850830078125
1990-06-01,258.25,-71.75,975.1665649414062,986.8250732421875,-11.65850830078125
1990-07-01,254.0,-65.25,976.959228515625,988.8567504882812,-11.89752197265625
1990-08-01,220.25,-72.5,971.8016357421875,982.1722412109375,-10.37060546875
1990-08-01,232.5,-73.5,972.1080322265625,982.1722412109375,-10.064208984375
1990-08-01,281.5,-71.0,974.77001953125,982.1722412109375,-7.4022216796875
1990-09-01,214.0,-74.0,969.1936645507812,979.343994140625,-10.15032958984375
1990-09-01,213.75,-74.0,969.1936645507812,979.343994140625,-10.15032958984375
1990-09-01,213.5,-74.0,969.1936645507812,979.343994140625,-10.15032958984375
1990-10-01,280.25,-68.0,970.7881469726562,976.9767456054688,-6.1885986328125
1990-10-01,280.0,-68.0,970.7881469726562,976.9767456054688,-6.1885986328125
1990-10-01,264.0,-68.5,971.3621215820312,976.9767456054688,-5.6146240234375
1990-11-01,284.0,-71.25,970.240478515625,982.1648559570312,-11.92437744140625
1990-11-01,282.5,-71.25,970.2418823242188,982.1648559570312,-11.9229736328125
