lat,lon,pressure,ASL_Sector_Pres,time
-75.75,200.25,970.666259765625,983.6423950195312,2017-08-01
-71.25,276.0,965.8892822265625,979.8842163085938,2017-09-01
-72.0,206.25,973.7266235351562,981.0187377929688,2017-10-01
-71.25,234.0,968.9031372070312,978.149658203125,2017-11-01
-68.25,267.0,974.4761962890625,983.31103515625,2017-12-01
-67.5,252.75,973.3031005859375,982.265625,2018-01-01
-64.5,261.0,972.6975708007812,980.187744140625,2018-02-01
-69.0,279.0,974.536865234375,982.7662963867188,2018-03-01
-69.0,266.25,976.4877319335938,985.4803466796875,2018-04-01
-67.5,191.25,976.6712646484375,985.486083984375,2018-05-01
-69.75,217.5,972.4420166015625,982.50048828125,2018-06-01
-74.25,219.75,976.9112548828125,985.2255859375,2018-07-01
-69.75,270.0,977.2570190429688,986.2578735351562,2018-08-01
-72.0,228.0,970.2427368164062,979.3587036132812,2018-09-01
-71.25,212.25,964.9308471679688,977.6826171875,2018-10-01
-68.25,273.0,969.4169311523438,977.5372924804688,2018-11-01
-67.5,275.25,975.8722534179688,981.9713745117188,2018-12-01
-64.5,175.5,979.4337768554688,985.535888671875,2019-01-01
-69.75,237.75,976.6782836914062,983.035888671875,2019-03-01
-71.25,218.25,968.6504516601562,979.5970458984375,2019-04-01
-66.75,216.75,971.4073486328125,980.7688598632812,2019-05-01
-75.75,202.5,968.9920043945312,981.8848876953125,2019-06-01
-72.75,229.5,977.8485107421875,987.3717041015625,2019-07-01
-71.25,194.25,972.841552734375,986.509765625,2019-08-01
